index ;year;month;day;t_min;t_mean;t_max;date
32583;1943;10;18;-0.4;04.авг;09.апр;18.10.1943
32583;1943;10;19;03.июл;05.июн;08.июн;19.10.1943
32583;1943;10;20;0.5;03.сен;08.июн;20.10.1943
32583;1943;10;21;05.фев;06.янв;08.июн;21.10.1943
32583;1943;10;22;01.авг;04.авг;08.апр;22.10.1943
32583;1943;10;23;03.сен;05.фев;06.май;23.10.1943
32583;1943;10;24;-2.2;04.мар;06.май;24.10.1943
32583;1943;10;25;-1.2;01.авг;05.апр;25.10.1943
32583;1943;10;26;-0.2;01.авг;04.мар;26.10.1943
32583;1943;10;27;-3.5;0.6;04.июл;27.10.1943
32583;1943;10;28;-0.2;03.авг;6.0;28.10.1943
32583;1943;10;29;01.май;3.0;05.авг;29.10.1943
32583;1943;10;30;-0.6;01.авг;4.0;30.10.1943
32583;1943;10;31;0.4;3.0;05.мар;31.10.1943
32583;1943;11;1;-1.3;0.0;2.0;01.11.1943
32583;1943;11;2;-4.4;-1.1;03.авг;02.11.1943
32583;1943;11;3;-1.7;0.8;02.июн;03.11.1943
32583;1943;11;4;-3.4;-0.8;02.июн;04.11.1943
32583;1943;11;5;-0.7;0.8;03.авг;05.11.1943
32583;1943;11;6;-1.7;-0.6;01.фев;06.11.1943
32583;1943;11;7;-6.3;-2.5;0.1;07.11.1943
32583;1943;11;8;-0.1;02.мар;05.янв;08.11.1943
32583;1943;11;9;-2.5;-1.2;02.янв;09.11.1943
32583;1943;11;10;-1.3;02.мар;05.апр;10.11.1943
32583;1943;11;11;-3.3;-1.6;01.сен;11.11.1943
32583;1943;11;12;-5.0;-3.6;-1.7;12.11.1943
32583;1943;11;13;-7.8;-4.9;-2.9;13.11.1943
32583;1943;11;14;-8.0;-6.8;-4.4;14.11.1943
32583;1943;11;15;-6.3;-3.4;-1.4;15.11.1943
32583;1943;11;16;-8.5;-5.8;-3.3;16.11.1943
32583;1943;11;17;-10.3;-8.2;-4.7;17.11.1943
32583;1943;11;18;-11.1;-8.6;-6.3;18.11.1943
32583;1943;11;19;-9.9;-7.3;-3.6;19.11.1943
32583;1943;11;20;-7.8;-5.4;-3.1;20.11.1943
32583;1943;11;21;-9.1;-6.1;-2.4;21.11.1943
32583;1943;11;22;-8.9;-6.4;-3.4;22.11.1943
32583;1943;11;23;-11.2;-8.2;-4.8;23.11.1943
32583;1943;11;24;-12.0;-10.0;-6.0;24.11.1943
32583;1943;11;25;-10.6;-8.2;-5.3;25.11.1943
32583;1943;11;26;-11.7;-9.0;-5.8;26.11.1943
32583;1943;11;27;-12.9;-10.8;-6.6;27.11.1943
32583;1943;11;28;-13.0;-10.0;-5.8;28.11.1943
32583;1943;11;29;-12.6;-9.5;-7.7;29.11.1943
32583;1943;11;30;-13.8;-9.6;-4.8;30.11.1943
32583;1943;12;1;-6.7;-5.8;-5.0;01.12.1943
32583;1943;12;2;-9.8;-7.8;-5.8;02.12.1943
32583;1943;12;3;-9.1;-6.2;-2.2;03.12.1943
32583;1943;12;4;-6.1;-4.3;-2.0;04.12.1943
32583;1943;12;5;-5.4;-4.7;-2.0;05.12.1943
32583;1943;12;6;-9.9;-7.9;-4.6;06.12.1943
32583;1943;12;7;-11.3;-9.1;-6.3;07.12.1943
32583;1943;12;8;-11.9;-9.9;-6.3;08.12.1943
32583;1943;12;9;-13.2;-9.8;-4.7;09.12.1943
32583;1943;12;10;-7.4;-5.9;-4.8;10.12.1943
32583;1943;12;11;-8.1;-7.1;-5.3;11.12.1943
32583;1943;12;12;-9.0;-8.2;-6.3;12.12.1943
32583;1943;12;13;-13.0;-11.2;-7.7;13.12.1943
32583;1943;12;14;-10.7;-7.0;-5.3;14.12.1943
32583;1943;12;15;-8.6;-7.8;-5.6;15.12.1943
32583;1943;12;16;-8.1;-6.2;-4.3;16.12.1943
32583;1943;12;17;-8.6;-6.2;-3.5;17.12.1943
32583;1943;12;18;-5.1;-4.0;-3.0;18.12.1943
32583;1943;12;19;-10.2;-7.2;-4.4;19.12.1943
32583;1943;12;20;-5.9;-3.6;0.3;20.12.1943
32583;1943;12;21;-5.1;-2.0;-0.3;21.12.1943
32583;1943;12;22;-7.7;-6.8;-2.3;22.12.1943
32583;1943;12;23;-13.3;-10.9;-7.0;23.12.1943
32583;1943;12;24;-13.2;-11.4;-7.7;24.12.1943
32583;1943;12;25;-14.3;-7.2;-3.8;25.12.1943
32583;1943;12;26;-7.9;-3.2;-0.6;26.12.1943
32583;1943;12;27;-10.2;-3.4;-1.9;27.12.1943
32583;1943;12;28;-8.1;-6.3;-3.3;28.12.1943
32583;1943;12;29;-11.8;-9.8;-7.1;29.12.1943
32583;1943;12;30;-12.2;-10.0;-8.4;30.12.1943
32583;1943;12;31;-13.4;-11.2;-9.0;31.12.1943
32583;1944;1;1;-17.3;-15.3;-10.9;01.01.1944
32583;1944;1;2;-16.3;-14.4;-12.0;02.01.1944
32583;1944;1;3;-14.9;-10.9;-7.7;03.01.1944
32583;1944;1;4;-9.0;-5.0;-3.6;04.01.1944
32583;1944;1;5;-13.1;-10.6;-4.8;05.01.1944
32583;1944;1;6;-14.4;-11.1;-7.7;06.01.1944
32583;1944;1;7;-9.4;-8.4;-4.6;07.01.1944
32583;1944;1;8;-14.1;-12.2;-8.3;08.01.1944
32583;1944;1;9;-16.7;-14.7;-11.7;09.01.1944
32583;1944;1;10;-13.0;-11.6;-8.8;10.01.1944
32583;1944;1;11;-14.6;-10.9;-6.8;11.01.1944
32583;1944;1;12;-9.1;-8.2;-6.4;12.01.1944
32583;1944;1;13;-10.9;-4.8;-2.4;13.01.1944
32583;1944;1;14;-4.8;-4.1;-2.9;14.01.1944
32583;1944;1;15;-7.7;-7.2;-4.2;15.01.1944
32583;1944;1;16;-8.0;-4.8;-2.4;16.01.1944
32583;1944;1;17;-3.6;-1.6;01.янв;17.01.1944
32583;1944;1;18;-3.0;-2.0;-0.4;18.01.1944
32583;1944;1;19;-8.6;-6.5;-2.3;19.01.1944
32583;1944;1;20;-14.5;-11.6;-7.8;20.01.1944
32583;1944;1;21;-14.7;-11.3;-6.9;21.01.1944
32583;1944;1;22;-12.8;-10.2;-7.6;22.01.1944
32583;1944;1;23;-14.1;-11.1;-7.2;23.01.1944
32583;1944;1;24;-12.1;-9.1;-4.3;24.01.1944
32583;1944;1;25;-5.5;-4.4;-3.4;25.01.1944
32583;1944;1;26;-9.1;-6.8;-4.1;26.01.1944
32583;1944;1;27;-12.6;-8.7;-2.9;27.01.1944
32583;1944;1;28;-6.5;-4.2;-1.4;28.01.1944
32583;1944;1;29;-7.3;-6.0;-3.8;29.01.1944
32583;1944;1;30;-6.8;-3.8;-1.0;30.01.1944
32583;1944;1;31;-6.8;-3.9;-1.9;31.01.1944
32583;1944;2;1;-5.7;-4.9;-3.3;01.02.1944
32583;1944;2;2;-11.6;-8.6;-4.4;02.02.1944
32583;1944;2;3;-13.7;-10.2;-5.8;03.02.1944
32583;1944;2;4;-11.1;-9.8;-5.7;04.02.1944
32583;1944;2;5;-17.9;-14.3;-10.7;05.02.1944
32583;1944;2;6;-14.7;-8.7;-3.8;06.02.1944
32583;1944;2;7;-11.1;-7.1;-2.0;07.02.1944
32583;1944;2;8;-12.6;-10.2;-9.2;08.02.1944
32583;1944;2;9;-11.7;-5.2;-2.8;09.02.1944
32583;1944;2;10;-8.6;-7.0;-3.8;10.02.1944
32583;1944;2;11;-8.7;-5.5;-1.4;11.02.1944
32583;1944;2;12;-6.0;-4.8;-2.4;12.02.1944
32583;1944;2;13;-12.1;-8.4;-4.6;13.02.1944
32583;1944;2;14;-8.1;-6.5;-4.3;14.02.1944
32583;1944;2;15;-13.8;-11.0;-5.9;15.02.1944
32583;1944;2;16;-14.5;-12.4;-9.9;16.02.1944
32583;1944;2;17;-18.7;-14.8;-11.2;17.02.1944
32583;1944;2;18;-15.1;-13.3;-11.0;18.02.1944
32583;1944;2;19;-15.1;-13.4;-11.7;19.02.1944
32583;1944;2;20;-17.6;-14.4;-11.7;20.02.1944
32583;1944;2;21;-18.1;-14.4;-9.2;21.02.1944
32583;1944;2;22;-15.6;-12.2;-7.5;22.02.1944
32583;1944;2;23;-16.9;-11.6;-8.6;23.02.1944
32583;1944;2;24;-14.3;-12.5;-10.0;24.02.1944
32583;1944;2;25;-13.1;-10.6;-7.4;25.02.1944
32583;1944;2;26;-14.1;-7.0;-3.4;26.02.1944
32583;1944;2;27;-8.5;-7.5;-6.3;27.02.1944
32583;1944;2;28;-10.4;-8.6;-6.1;28.02.1944
32583;1944;2;29;-10.5;-7.4;-2.9;29.02.1944
32583;1944;3;1;-13.9;-9.1;-4.8;01.03.1944
32583;1944;3;2;-9.5;-7.4;-5.3;02.03.1944
32583;1944;3;3;-11.3;-8.2;-3.8;03.03.1944
32583;1944;3;4;-10.2;-6.4;-3.2;04.03.1944
32583;1944;3;5;-5.8;-5.3;-3.8;05.03.1944
32583;1944;3;6;-5.5;-4.0;-2.9;06.03.1944
32583;1944;3;7;-4.6;-2.2;-1.0;07.03.1944
32583;1944;3;8;-5.6;-3.7;-1.4;08.03.1944
32583;1944;3;9;-12.1;-10.5;-5.3;09.03.1944
32583;1944;3;10;-18.7;-14.3;-9.8;10.03.1944
32583;1944;3;11;-18.9;-14.0;-9.6;11.03.1944
32583;1944;3;12;-17.1;-12.2;-5.3;12.03.1944
32583;1944;3;13;-15.1;-9.6;-2.9;13.03.1944
32583;1944;3;14;-13.3;-8.2;-2.3;14.03.1944
32583;1944;3;15;-12.6;-8.3;-3.1;15.03.1944
32583;1944;3;16;-9.2;-6.8;-3.8;16.03.1944
32583;1944;3;17;-6.5;-4.9;-3.0;17.03.1944
32583;1944;3;18;-5.0;-3.7;-2.3;18.03.1944
32583;1944;3;19;-5.0;-1.7;-0.9;19.03.1944
32583;1944;3;20;-2.0;0.0;01.апр;20.03.1944
32583;1944;3;21;-1.5;-0.5;01.янв;21.03.1944
32583;1944;3;22;-3.8;-2.1;-0.4;22.03.1944
32583;1944;3;23;-4.0;-2.7;-0.5;23.03.1944
32583;1944;3;24;-2.4;-1.2;01.янв;24.03.1944
32583;1944;3;25;-2.9;-1.8;0.7;25.03.1944
32583;1944;3;26;-4.5;-3.0;-1.4;26.03.1944
32583;1944;3;27;-1.9;-1.4;-0.9;27.03.1944
32583;1944;3;28;-1.3;0.3;01.июн;28.03.1944
32583;1944;3;29;-0.1;0.4;01.июн;29.03.1944
32583;1944;3;30;-0.9;-0.5;0.3;30.03.1944
32583;1944;3;31;-1.1;-0.2;0.6;31.03.1944
32583;1944;4;1;-2.2;-0.7;0.4;01.04.1944
32583;1944;4;2;-2.9;-2.4;-0.9;02.04.1944
32583;1944;4;3;-4.3;-2.7;-0.9;03.04.1944
32583;1944;4;4;-4.6;-3.6;-2.0;04.04.1944
32583;1944;4;5;-4.3;-2.6;0.0;05.04.1944
32583;1944;4;6;-5.1;-3.6;-1.9;06.04.1944
32583;1944;4;7;-4.5;-3.8;-2.2;07.04.1944
32583;1944;4;8;-6.0;-4.6;-3.1;08.04.1944
32583;1944;4;9;-7.3;-6.0;-4.3;09.04.1944
32583;1944;4;10;-8.5;-5.7;-3.1;10.04.1944
32583;1944;4;11;-4.5;-3.0;0.0;11.04.1944
32583;1944;4;12;-4.2;-2.9;-0.5;12.04.1944
32583;1944;4;13;-5.7;-2.1;03.янв;13.04.1944
32583;1944;4;14;-4.0;-2.8;-1.2;14.04.1944
32583;1944;4;15;-2.6;-1.9;-1.1;15.04.1944
32583;1944;4;16;-1.9;-1.0;0.4;16.04.1944
32583;1944;4;17;-2.9;-0.8;03.фев;17.04.1944
32583;1944;4;18;-4.7;-2.7;0.0;18.04.1944
32583;1944;4;19;-3.1;-2.3;-1.1;19.04.1944
32583;1944;4;20;-3.8;-3.1;-2.0;20.04.1944
32583;1944;4;21;-4.4;-3.0;-1.1;21.04.1944
32583;1944;4;22;-3.5;-2.4;-1.0;22.04.1944
32583;1944;4;23;-6.7;-4.0;0.9;23.04.1944
32583;1944;4;24;-5.6;-3.3;-0.2;24.04.1944
32583;1944;4;25;-3.6;-1.8;0.3;25.04.1944
32583;1944;4;26;-3.5;-1.9;-0.9;26.04.1944
32583;1944;4;27;-3.1;-1.7;01.апр;27.04.1944
32583;1944;4;28;-1.9;-0.4;02.май;28.04.1944
32583;1944;4;29;-1.4;0.1;03.мар;29.04.1944
32583;1944;4;30;-1.2;-0.6;-0.1;30.04.1944
32583;1944;5;1;-0.7;0.1;01.апр;01.05.1944
32583;1944;5;2;-0.9;01.фев;03.янв;02.05.1944
32583;1944;5;3;01.янв;01.авг;03.сен;03.05.1944
32583;1944;5;4;-0.5;0.4;2.0;04.05.1944
32583;1944;5;5;-1.5;-0.4;01.фев;05.05.1944
32583;1944;5;6;-0.1;02.апр;06.фев;06.05.1944
32583;1944;5;7;-0.9;0.2;02.янв;07.05.1944
32583;1944;5;8;0.3;01.янв;03.апр;08.05.1944
32583;1944;5;9;-0.2;1.0;04.авг;09.05.1944
32583;1944;5;10;-1.7;0.5;04.сен;10.05.1944
32583;1944;5;11;-2.2;-1.2;0.1;11.05.1944
32583;1944;5;12;-1.4;0.8;02.янв;12.05.1944
32583;1944;5;13;-0.4;03.фев;06.янв;13.05.1944
32583;1944;5;14;-0.9;01.сен;04.июл;14.05.1944
32583;1944;5;15;-0.9;0.4;5.0;15.05.1944
32583;1944;5;16;01.май;04.фев;07.янв;16.05.1944
32583;1944;5;17;-0.2;3.0;07.авг;17.05.1944
32583;1944;5;18;01.авг;06.мар;9.0;18.05.1944
32583;1944;5;19;03.июн;05.июл;09.сен;19.05.1944
32583;1944;5;20;0.1;02.фев;06.май;20.05.1944
32583;1944;5;21;-1.5;0.2;02.сен;21.05.1944
32583;1944;5;22;-0.5;0.0;01.май;22.05.1944
32583;1944;5;23;-0.3;01.янв;05.фев;23.05.1944
32583;1944;5;24;0.5;03.янв;06.июн;24.05.1944
32583;1944;5;25;-1.4;1.0;05.фев;25.05.1944
32583;1944;5;26;-0.8;0.6;3.0;26.05.1944
32583;1944;5;27;01.фев;02.апр;05.июл;27.05.1944
32583;1944;5;28;01.июн;02.май;05.янв;28.05.1944
32583;1944;5;29;0.5;01.апр;03.мар;29.05.1944
32583;1944;5;30;0.1;04.апр;13.фев;30.05.1944
32583;1944;5;31;05.янв;7.0;12.фев;31.05.1944
32583;1944;6;1;02.май;05.авг;10.апр;01.06.1944
32583;1944;6;2;04.авг;11.сен;18.авг;02.06.1944
32583;1944;6;3;04.апр;09.июн;15.июл;03.06.1944
32583;1944;6;4;01.июн;02.июн;04.июн;04.06.1944
32583;1944;6;5;02.май;3.0;4.0;05.06.1944
32583;1944;6;6;02.июл;03.май;04.авг;06.06.1944
32583;1944;6;7;4.0;04.сен;7.0;07.06.1944
32583;1944;6;8;04.апр;07.сен;15.май;08.06.1944
32583;1944;6;9;02.авг;05.июн;10.июн;09.06.1944
32583;1944;6;10;02.май;4.0;05.апр;10.06.1944
32583;1944;6;11;03.июн;05.фев;08.июн;11.06.1944
32583;1944;6;12;01.авг;03.апр;05.апр;12.06.1944
32583;1944;6;13;01.авг;03.фев;06.фев;13.06.1944
32583;1944;6;14;01.апр;03.янв;04.июн;14.06.1944
32583;1944;6;15;03.фев;10.июл;19.июн;15.06.1944
32583;1944;6;16;06.авг;10.май;16.авг;16.06.1944
32583;1944;6;17;03.сен;05.май;08.июн;17.06.1944
32583;1944;6;18;03.июл;05.фев;07.июл;18.06.1944
32583;1944;6;19;04.май;05.апр;06.авг;19.06.1944
32583;1944;6;20;04.июн;05.июл;07.июн;20.06.1944
32583;1944;6;21;04.апр;7.0;09.июн;21.06.1944
32583;1944;6;22;06.июл;12.июн;19.май;22.06.1944
32583;1944;6;23;10.апр;14.0;20.сен;23.06.1944
32583;1944;6;24;8.0;08.сен;11.май;24.06.1944
32583;1944;6;25;06.июл;07.мар;08.авг;25.06.1944
32583;1944;6;26;05.сен;09.янв;16.янв;26.06.1944
32583;1944;6;27;12.мар;15.мар;19.авг;27.06.1944
32583;1944;6;28;09.янв;11.янв;17.янв;28.06.1944
32583;1944;6;29;07.май;07.сен;09.май;29.06.1944
32583;1944;6;30;07.апр;07.сен;09.апр;30.06.1944
32583;1944;7;1;07.июл;08.апр;10.фев;01.07.1944
32583;1944;7;2;6.0;06.авг;07.сен;02.07.1944
32583;1944;7;3;06.апр;07.сен;09.апр;03.07.1944
32583;1944;7;4;08.мар;9.0;12.мар;04.07.1944
32583;1944;7;5;08.апр;09.май;11.мар;05.07.1944
32583;1944;7;6;08.июн;09.мар;11.мар;06.07.1944
32583;1944;7;7;08.апр;09.июл;11.июн;07.07.1944
32583;1944;7;8;09.апр;10.0;11.авг;08.07.1944
32583;1944;7;9;09.апр;11.апр;15.янв;09.07.1944
32583;1944;7;10;08.сен;09.июл;12.0;10.07.1944
32583;1944;7;11;9.0;11.авг;17.авг;11.07.1944
32583;1944;7;12;09.янв;10.фев;12.мар;12.07.1944
32583;1944;7;13;09.июл;10.фев;11.авг;13.07.1944
32583;1944;7;14;07.сен;09.фев;11.авг;14.07.1944
32583;1944;7;15;08.июн;10.апр;13.май;15.07.1944
32583;1944;7;16;09.апр;14.май;19.сен;16.07.1944
32583;1944;7;17;10.авг;12.апр;17.мар;17.07.1944
32583;1944;7;18;10.фев;11.мар;13.авг;18.07.1944
32583;1944;7;19;10.июл;12.апр;15.янв;19.07.1944
32583;1944;7;20;10.сен;11.июн;13.мар;20.07.1944
32583;1944;7;21;09.фев;09.июн;10.сен;21.07.1944
32583;1944;7;22;08.янв;13.апр;19.фев;22.07.1944
32583;1944;7;23;08.апр;11.апр;15.июн;23.07.1944
32583;1944;7;24;11.июл;14.янв;20.май;24.07.1944
32583;1944;7;25;10.0;11.апр;13.июн;25.07.1944
32583;1944;7;26;11.авг;16.мар;19.фев;26.07.1944
32583;1944;7;27;13.0;15.сен;21.апр;27.07.1944
32583;1944;7;28;11.июн;13.июл;20.июн;28.07.1944
32583;1944;7;29;11.мар;12.сен;16.май;29.07.1944
32583;1944;7;30;12.мар;15.янв;18.сен;30.07.1944
32583;1944;7;31;11.0;12.фев;15.июл;31.07.1944
32583;1944;8;1;10.0;11.0;12.июл;01.08.1944
32583;1944;8;2;10.май;11.июл;14.апр;02.08.1944
32583;1944;8;3;10.май;11.апр;13.июн;03.08.1944
32583;1944;8;4;10.фев;11.0;12.мар;04.08.1944
32583;1944;8;5;11.0;12.май;15.янв;05.08.1944
32583;1944;8;6;10.мар;12.мар;14.0;06.08.1944
32583;1944;8;7;11.июл;13.июн;17.янв;07.08.1944
32583;1944;8;8;09.авг;11.янв;13.июн;08.08.1944
32583;1944;8;9;9.0;09.сен;11.май;09.08.1944
32583;1944;8;10;08.июл;10.авг;13.мар;10.08.1944
32583;1944;8;11;10.апр;12.май;17.0;11.08.1944
32583;1944;8;12;10.авг;11.сен;13.июл;12.08.1944
32583;1944;8;13;09.авг;14.мар;22.янв;13.08.1944
32583;1944;8;14;12.мар;13.апр;18.сен;14.08.1944
32583;1944;8;15;10.сен;11.июл;13.фев;15.08.1944
32583;1944;8;16;10.июн;11.май;12.авг;16.08.1944
32583;1944;8;17;11.фев;12.0;14.май;17.08.1944
32583;1944;8;18;11.0;12.фев;14.мар;18.08.1944
32583;1944;8;19;12.май;16.май;23.0;19.08.1944
32583;1944;8;20;14.июл;17.фев;23.апр;20.08.1944
32583;1944;8;21;14.мар;19.фев;25.янв;21.08.1944
32583;1944;8;22;18.янв;19.июл;23.апр;22.08.1944
32583;1944;8;23;14.апр;16.янв;20.янв;23.08.1944
32583;1944;8;24;13.май;17.янв;21.июн;24.08.1944
32583;1944;8;25;13.май;16.сен;20.июн;25.08.1944
32583;1944;8;26;10.апр;12.сен;19.янв;26.08.1944
32583;1944;8;27;08.май;13.мар;21.янв;27.08.1944
32583;1944;8;28;11.0;14.авг;19.сен;28.08.1944
32583;1944;8;29;12.янв;14.0;19.янв;29.08.1944
32583;1944;8;30;11.май;12.сен;15.июл;30.08.1944
32583;1944;8;31;09.июн;11.апр;15.июн;31.08.1944
32583;1944;9;1;09.сен;09.сен;11.мар;01.09.1944
32583;1944;9;2;08.июн;09.авг;11.май;02.09.1944
32583;1944;9;3;09.май;10.июн;13.июн;03.09.1944
32583;1944;9;4;10.0;10.сен;13.июл;04.09.1944
32583;1944;9;5;10.фев;11.0;14.мар;05.09.1944
32583;1944;9;6;10.июн;11.июн;14.апр;06.09.1944
32583;1944;9;7;10.май;11.мар;12.сен;07.09.1944
32583;1944;9;8;09.авг;10.июн;12.мар;08.09.1944
32583;1944;9;9;09.май;12.мар;16.янв;09.09.1944
32583;1944;9;10;07.авг;11.апр;16.янв;10.09.1944
32583;1944;9;11;07.май;09.июл;11.июн;11.09.1944
32583;1944;9;12;09.фев;10.авг;13.апр;12.09.1944
32583;1944;9;13;09.фев;11.авг;16.май;13.09.1944
32583;1944;9;14;06.авг;09.мар;12.май;14.09.1944
32583;1944;9;15;09.фев;10.фев;12.авг;15.09.1944
32583;1944;9;16;08.июл;10.июн;14.авг;16.09.1944
32583;1944;9;17;09.апр;11.0;14.фев;17.09.1944
32583;1944;9;18;7.0;09.мар;11.июл;18.09.1944
32583;1944;9;19;09.мар;10.июл;12.янв;19.09.1944
32583;1944;9;20;08.мар;09.май;11.янв;20.09.1944
32583;1944;9;21;07.май;08.авг;12.июл;21.09.1944
32583;1944;9;22;07.май;09.фев;12.мар;22.09.1944
32583;1944;9;23;06.фев;9.0;12.май;23.09.1944
32583;1944;9;24;08.авг;10.июн;12.май;24.09.1944
32583;1944;9;25;6.0;09.апр;13.июн;25.09.1944
32583;1944;9;26;06.сен;09.июн;12.сен;26.09.1944
32583;1944;9;27;02.сен;06.авг;11.авг;27.09.1944
32583;1944;9;28;03.июл;06.май;10.апр;28.09.1944
32583;1944;9;29;07.апр;09.апр;13.апр;29.09.1944
32583;1944;9;30;07.май;08.май;10.0;30.09.1944
32583;1944;10;1;07.апр;09.апр;11.июн;01.10.1944
32583;1944;10;2;05.апр;08.май;10.июн;02.10.1944
32583;1944;10;3;05.май;08.июл;12.сен;03.10.1944
32583;1944;10;4;05.май;07.авг;10.апр;04.10.1944
32583;1944;10;5;03.июл;08.фев;13.авг;05.10.1944
32583;1944;10;6;5.0;07.июн;11.июн;06.10.1944
32583;1944;10;7;02.сен;05.янв;08.июн;07.10.1944
32583;1944;10;8;4.0;05.сен;09.май;08.10.1944
32583;1944;10;9;1.0;02.апр;06.янв;09.10.1944
32583;1944;10;10;0.8;03.янв;05.мар;10.10.1944
32583;1944;10;11;01.июл;02.авг;4.0;11.10.1944
32583;1944;10;12;01.авг;03.май;05.июл;12.10.1944
32583;1944;10;13;-0.1;02.фев;04.фев;13.10.1944
32583;1944;10;14;01.янв;02.июл;04.авг;14.10.1944
32583;1944;10;15;0.1;03.апр;07.мар;15.10.1944
32583;1944;10;16;01.май;04.авг;08.авг;16.10.1944
32583;1944;10;17;5.0;06.июл;09.янв;17.10.1944
32583;1944;10;18;-1.2;03.фев;07.июл;18.10.1944
32583;1944;10;19;01.май;05.апр;10.июл;19.10.1944
32583;1944;10;20;04.июл;06.фев;10.июн;20.10.1944
32583;1944;10;21;03.мар;05.янв;07.апр;21.10.1944
32583;1944;10;22;01.июл;03.авг;06.июн;22.10.1944
32583;1944;10;23;-1.1;02.фев;06.авг;23.10.1944
32583;1944;10;24;01.июл;04.фев;07.май;24.10.1944
32583;1944;10;25;2.0;04.июн;05.июн;25.10.1944
32583;1944;10;26;04.май;06.мар;08.сен;26.10.1944
32583;1944;10;27;-1.3;02.фев;06.апр;27.10.1944
32583;1944;10;28;01.янв;03.авг;05.авг;28.10.1944
32583;1944;10;29;0.5;02.май;05.июн;29.10.1944
32583;1944;10;30;-1.5;0.4;03.мар;30.10.1944
32583;1944;10;31;-2.6;0.0;03.апр;31.10.1944
32583;1944;11;1;-0.8;0.6;02.апр;01.11.1944
32583;1944;11;2;0.0;0.9;02.янв;02.11.1944
32583;1944;11;3;0.2;01.июн;03.май;03.11.1944
32583;1944;11;4;0.7;02.июн;04.июн;04.11.1944
32583;1944;11;5;-0.3;0.5;03.сен;05.11.1944
32583;1944;11;6;0.0;02.фев;04.янв;06.11.1944
32583;1944;11;7;-0.5;01.апр;03.авг;07.11.1944
32583;1944;11;8;01.июн;03.апр;04.июл;08.11.1944
32583;1944;11;9;01.июл;02.июн;04.фев;09.11.1944
32583;1944;11;10;-1.6;0.3;03.сен;10.11.1944
32583;1944;11;11;-3.6;-0.9;01.мар;11.11.1944
32583;1944;11;12;-2.9;-0.1;02.мар;12.11.1944
32583;1944;11;13;-5.3;-2.6;0.2;13.11.1944
32583;1944;11;14;-5.4;-2.5;0.9;14.11.1944
32583;1944;11;15;-2.7;-0.6;02.июл;15.11.1944
32583;1944;11;16;-2.0;-0.1;01.июн;16.11.1944
32583;1944;11;17;-2.3;-0.8;01.июн;17.11.1944
32583;1944;11;18;-7.5;-5.0;-1.6;18.11.1944
32583;1944;11;19;-5.3;-3.0;-0.2;19.11.1944
32583;1944;11;20;-8.2;-5.1;01.янв;20.11.1944
32583;1944;11;21;-4.5;-2.4;-0.2;21.11.1944
32583;1944;11;22;-5.9;-3.4;-1.0;22.11.1944
32583;1944;11;23;-1.6;-0.6;0.4;23.11.1944
32583;1944;11;24;-1.6;-0.8;0.1;24.11.1944
32583;1944;11;25;-7.9;-5.4;-0.9;25.11.1944
32583;1944;11;26;-9.5;-7.4;-4.1;26.11.1944
32583;1944;11;27;-7.4;-4.1;-0.4;27.11.1944
32583;1944;11;28;-1.5;-0.6;0.1;28.11.1944
32583;1944;11;29;-3.8;-2.6;-0.6;29.11.1944
32583;1944;11;30;-3.2;-1.0;01.янв;30.11.1944
32583;1944;12;1;-8.2;-6.4;-2.9;01.12.1944
32583;1944;12;2;-9.0;-6.7;-5.1;02.12.1944
32583;1944;12;3;-7.3;-1.1;2.0;03.12.1944
32583;1944;12;4;-5.8;-3.5;-0.3;04.12.1944
32583;1944;12;5;-2.4;-0.1;0.8;05.12.1944
32583;1944;12;6;-3.3;-2.5;-0.4;06.12.1944
32583;1944;12;7;-6.7;-5.0;-2.7;07.12.1944
32583;1944;12;8;-6.5;-4.7;-0.9;08.12.1944
32583;1944;12;9;-10.5;-8.6;-5.9;09.12.1944
32583;1944;12;10;-9.5;-7.0;-4.7;10.12.1944
32583;1944;12;11;-8.4;-6.6;-4.7;11.12.1944
32583;1944;12;12;-13.2;-11.3;-7.2;12.12.1944
32583;1944;12;13;-11.3;-7.2;0.1;13.12.1944
32583;1944;12;14;-4.3;-2.0;-0.1;14.12.1944
32583;1944;12;15;-7.3;-5.6;-3.3;15.12.1944
32583;1944;12;16;-12.5;-8.8;-4.3;16.12.1944
32583;1944;12;17;-12.2;-9.6;-4.5;17.12.1944
32583;1944;12;18;-8.5;-3.8;-2.4;18.12.1944
32583;1944;12;19;-5.0;-4.0;-2.0;19.12.1944
32583;1944;12;20;-6.7;-5.9;-3.2;20.12.1944
32583;1944;12;21;-12.7;-10.6;-6.1;21.12.1944
32583;1944;12;22;-11.1;-9.8;-8.1;22.12.1944
32583;1944;12;23;-13.7;-11.2;-7.7;23.12.1944
32583;1944;12;24;-9.9;-7.6;-5.4;24.12.1944
32583;1944;12;25;-13.9;-11.2;-5.8;25.12.1944
32583;1944;12;26;-17.3;-15.1;-10.8;26.12.1944
32583;1944;12;27;-18.6;-16.0;-10.2;27.12.1944
32583;1944;12;28;-14.6;-12.8;-11.2;28.12.1944
32583;1944;12;29;-16.5;-14.9;-12.7;29.12.1944
32583;1944;12;30;-18.7;-16.0;-12.9;30.12.1944
32583;1944;12;31;-13.5;-12.0;-10.4;31.12.1944
32583;1945;1;1;-18.3;-15.6;-11.9;01.01.1945
