index ;year;month;day;t_min;t_mean;t_max;date
32583;1907;1;1;-12.4;-9.6;-6.9;01.01.1907
32583;1907;1;2;-13.8;-12.0;-8.9;02.01.1907
32583;1907;1;3;-17.4;-15.6;-13.8;03.01.1907
32583;1907;1;4;-18.4;-14.3;-11.8;04.01.1907
32583;1907;1;5;-16.9;-13.7;-12.5;05.01.1907
32583;1907;1;6;-16.4;-15.1;-13.2;06.01.1907
32583;1907;1;7;-18.9;-15.0;-12.0;07.01.1907
32583;1907;1;8;-17.0;-10.3;-2.5;08.01.1907
32583;1907;1;9;-10.5;-8.6;-0.8;09.01.1907
32583;1907;1;10;-11.5;-9.4;-5.3;10.01.1907
32583;1907;1;11;-15.0;-13.5;-10.8;11.01.1907
32583;1907;1;12;-18.9;-15.5;-12.8;12.01.1907
32583;1907;1;13;-16.4;-14.0;-11.4;13.01.1907
32583;1907;1;14;-15.5;-12.4;-10.6;14.01.1907
32583;1907;1;15;-11.6;-8.5;-7.1;15.01.1907
32583;1907;1;16;-9.5;-6.6;-3.9;16.01.1907
32583;1907;1;17;-4.5;-3.1;-1.0;17.01.1907
32583;1907;1;18;-10.4;-9.1;-3.9;18.01.1907
32583;1907;1;19;-13.4;-10.7;-8.3;19.01.1907
32583;1907;1;20;-15.4;-13.0;-10.0;20.01.1907
32583;1907;1;21;-18.0;-16.6;-14.4;21.01.1907
32583;1907;1;22;-20.4;-18.0;-15.3;22.01.1907
32583;1907;1;23;-20.4;-17.7;-14.6;23.01.1907
32583;1907;1;24;-21.1;-18.6;-15.8;24.01.1907
32583;1907;1;25;-19.9;-14.4;-11.0;25.01.1907
32583;1907;1;26;-17.2;-5.6;-3.6;26.01.1907
32583;1907;1;27;-7.5;-4.7;-3.0;27.01.1907
32583;1907;1;28;-7.6;-5.0;-2.7;28.01.1907
32583;1907;1;29;-4.7;-4.4;-2.6;29.01.1907
32583;1907;1;30;-8.5;-5.5;-3.0;30.01.1907
32583;1907;1;31;-9.8;-7.8;-4.4;31.01.1907
32583;1907;2;1;-13.6;-9.8;-7.3;01.02.1907
32583;1907;2;2;-9.6;-1.7;-0.5;02.02.1907
32583;1907;2;3;-2.1;-0.7;0.0;03.02.1907
32583;1907;2;4;-1.2;-0.9;-0.2;04.02.1907
32583;1907;2;5;-1.7;-1.7;-1.0;05.02.1907
32583;1907;2;6;-2.0;-0.9;-0.2;06.02.1907
32583;1907;2;7;-2.1;-1.6;-0.4;07.02.1907
32583;1907;2;8;-2.0;-1.5;-0.6;08.02.1907
32583;1907;2;9;-2.6;-1.5;-1.2;09.02.1907
32583;1907;2;10;-1.9;-1.1;0.0;10.02.1907
32583;1907;2;11;-2.1;-2.0;-0.5;11.02.1907
32583;1907;2;12;-7.4;-6.6;-2.5;12.02.1907
32583;1907;2;13;-13.1;-9.9;-6.5;13.02.1907
32583;1907;2;14;-13.8;-10.0;-7.4;14.02.1907
32583;1907;2;15;-10.6;-6.7;-4.9;15.02.1907
32583;1907;2;16;-6.1;-5.0;-3.9;16.02.1907
32583;1907;2;17;-6.8;-5.4;-3.9;17.02.1907
32583;1907;2;18;-12.6;-9.5;-4.7;18.02.1907
32583;1907;2;19;-11.6;-10.6;-9.1;19.02.1907
32583;1907;2;20;-12.8;-11.1;-8.5;20.02.1907
32583;1907;2;21;-17.6;-14.3;-11.3;21.02.1907
32583;1907;2;22;-19.1;-15.6;-11.4;22.02.1907
32583;1907;2;23;-19.1;-14.6;-9.4;23.02.1907
32583;1907;2;24;-17.6;-11.2;-8.0;24.02.1907
32583;1907;2;25;-13.9;-12.3;-9.3;25.02.1907
32583;1907;2;26;-14.1;-11.9;-9.5;26.02.1907
32583;1907;2;27;-17.5;-15.8;-12.6;27.02.1907
32583;1907;2;28;-21.6;-17.8;-13.4;28.02.1907
32583;1907;3;1;-20.6;-14.9;-9.0;01.03.1907
32583;1907;3;2;-13.1;-7.8;-6.7;02.03.1907
32583;1907;3;3;-10.1;-6.8;-2.8;03.03.1907
32583;1907;3;4;-9.1;-7.1;-4.7;04.03.1907
32583;1907;3;5;-8.8;-6.7;-2.4;05.03.1907
32583;1907;3;6;-11.7;-8.3;-4.7;06.03.1907
32583;1907;3;7;-12.1;-8.6;-5.9;07.03.1907
32583;1907;3;8;-11.7;-8.7;-6.9;08.03.1907
32583;1907;3;9;-7.0;-3.1;-1.6;09.03.1907
32583;1907;3;10;-9.2;-6.8;-3.3;10.03.1907
32583;1907;3;11;-9.3;-7.8;-6.6;11.03.1907
32583;1907;3;12;-8.2;-2.4;01.мар;12.03.1907
32583;1907;3;13;-5.0;-2.7;-1.6;13.03.1907
32583;1907;3;14;-4.2;-2.5;-1.7;14.03.1907
32583;1907;3;15;-4.2;-1.7;0.4;15.03.1907
32583;1907;3;16;-7.2;-4.4;-1.7;16.03.1907
32583;1907;3;17;-6.7;-4.0;0.5;17.03.1907
32583;1907;3;18;-11.1;-8.6;-3.0;18.03.1907
32583;1907;3;19;-11.6;-6.9;-4.2;19.03.1907
32583;1907;3;20;-6.3;-4.3;-2.4;20.03.1907
32583;1907;3;21;-6.1;-2.1;03.мар;21.03.1907
32583;1907;3;22;-9.2;-4.9;-1.5;22.03.1907
32583;1907;3;23;-7.6;-4.6;1.0;23.03.1907
32583;1907;3;24;-9.2;-4.3;0.0;24.03.1907
32583;1907;3;25;-10.1;-4.5;0.1;25.03.1907
32583;1907;3;26;-6.0;-2.3;-0.6;26.03.1907
32583;1907;3;27;-2.7;-0.5;01.апр;27.03.1907
32583;1907;3;28;-1.7;-1.0;-0.7;28.03.1907
32583;1907;3;29;-1.8;-1.2;-0.5;29.03.1907
32583;1907;3;30;-1.0;0.5;02.янв;30.03.1907
32583;1907;3;31;-4.7;-3.3;02.фев;31.03.1907
32583;1907;4;1;-5.6;-3.1;-0.7;01.04.1907
32583;1907;4;2;-5.0;-2.5;0.0;02.04.1907
32583;1907;4;3;-4.4;-0.4;0.7;03.04.1907
32583;1907;4;4;-3.9;-1.4;02.май;04.04.1907
32583;1907;4;5;-4.0;-1.5;01.сен;05.04.1907
32583;1907;4;6;-1.8;02.сен;07.мар;06.04.1907
32583;1907;4;7;1.0;02.июн;05.июл;07.04.1907
32583;1907;4;8;-2.3;0.7;06.мар;08.04.1907
32583;1907;4;9;-2.9;-0.4;03.янв;09.04.1907
32583;1907;4;10;-4.8;-1.9;01.июл;10.04.1907
32583;1907;4;11;-4.8;-3.1;-1.5;11.04.1907
32583;1907;4;12;-6.3;-1.0;2.0;12.04.1907
32583;1907;4;13;-4.4;-0.7;02.сен;13.04.1907
32583;1907;4;14;-2.9;0.2;02.фев;14.04.1907
32583;1907;4;15;-1.1;-0.6;0.0;15.04.1907
32583;1907;4;16;-0.8;-0.8;-0.4;16.04.1907
32583;1907;4;17;-0.8;-0.4;0.3;17.04.1907
32583;1907;4;18;-0.6;01.фев;04.янв;18.04.1907
32583;1907;4;19;-0.6;02.фев;06.июн;19.04.1907
32583;1907;4;20;-0.5;01.авг;04.май;20.04.1907
32583;1907;4;21;-0.2;02.мар;06.мар;21.04.1907
32583;1907;4;22;-2.5;-0.2;03.фев;22.04.1907
32583;1907;4;23;-2.1;-0.6;01.май;23.04.1907
32583;1907;4;24;-2.2;01.фев;04.июл;24.04.1907
32583;1907;4;25;-1.3;1.0;04.сен;25.04.1907
32583;1907;4;26;-1.9;-0.3;02.янв;26.04.1907
32583;1907;4;27;-1.9;01.июн;06.янв;27.04.1907
32583;1907;4;28;02.янв;04.июл;08.июн;28.04.1907
32583;1907;4;29;-1.8;01.янв;07.янв;29.04.1907
32583;1907;4;30;-1.9;0.4;01.июн;30.04.1907
32583;1907;5;1;0.4;2.0;04.сен;01.05.1907
32583;1907;5;2;0.0;01.фев;03.янв;02.05.1907
32583;1907;5;3;-0.2;-0.1;0.4;03.05.1907
32583;1907;5;4;-0.2;03.май;09.янв;04.05.1907
32583;1907;5;5;1.0;02.мар;04.сен;05.05.1907
32583;1907;5;6;-0.2;02.июл;06.янв;06.05.1907
32583;1907;5;7;-1.5;02.сен;04.сен;07.05.1907
32583;1907;5;8;0.1;02.мар;06.фев;08.05.1907
32583;1907;5;9;-0.4;2.0;03.май;09.05.1907
32583;1907;5;10;0.4;04.янв;08.май;10.05.1907
32583;1907;5;11;01.апр;04.сен;07.янв;11.05.1907
32583;1907;5;12;0.8;03.фев;06.фев;12.05.1907
32583;1907;5;13;0.3;01.сен;03.апр;13.05.1907
32583;1907;5;14;0.9;03.апр;06.июн;14.05.1907
32583;1907;5;15;0.9;05.июл;10.фев;15.05.1907
32583;1907;5;16;01.апр;03.апр;07.мар;16.05.1907
32583;1907;5;17;-0.6;02.фев;05.мар;17.05.1907
32583;1907;5;18;-0.1;5.0;9.0;18.05.1907
32583;1907;5;19;01.фев;04.май;06.июн;19.05.1907
32583;1907;5;20;0.7;02.апр;03.фев;20.05.1907
32583;1907;5;21;01.май;04.фев;06.июн;21.05.1907
32583;1907;5;22;01.сен;03.май;05.май;22.05.1907
32583;1907;5;23;01.янв;03.июн;06.май;23.05.1907
32583;1907;5;24;0.9;04.апр;05.сен;24.05.1907
32583;1907;5;25;01.янв;02.июл;03.апр;25.05.1907
32583;1907;5;26;2.0;04.сен;6.0;26.05.1907
32583;1907;5;27;01.май;04.май;07.апр;27.05.1907
32583;1907;5;28;1.0;04.июл;08.янв;28.05.1907
32583;1907;5;29;04.апр;06.янв;08.мар;29.05.1907
32583;1907;5;30;02.апр;05.июн;08.июл;30.05.1907
32583;1907;5;31;02.июл;06.фев;08.авг;31.05.1907
32583;1907;6;1;01.авг;04.май;7.0;01.06.1907
32583;1907;6;2;02.сен;06.май;11.апр;02.06.1907
32583;1907;6;3;02.июл;03.сен;06.янв;03.06.1907
32583;1907;6;4;01.янв;05.янв;07.апр;04.06.1907
32583;1907;6;5;03.авг;05.фев;07.июн;05.06.1907
32583;1907;6;6;03.июл;05.апр;06.авг;06.06.1907
32583;1907;6;7;02.мар;08.янв;11.мар;07.06.1907
32583;1907;6;8;04.май;05.янв;07.мар;08.06.1907
32583;1907;6;9;03.июн;06.янв;09.янв;09.06.1907
32583;1907;6;10;03.янв;06.мар;10.фев;10.06.1907
32583;1907;6;11;03.янв;07.июн;11.мар;11.06.1907
32583;1907;6;12;04.май;07.июн;10.июн;12.06.1907
32583;1907;6;13;03.авг;04.авг;10.июл;13.06.1907
32583;1907;6;14;03.авг;05.июл;06.авг;14.06.1907
32583;1907;6;15;04.янв;05.июл;06.июн;15.06.1907
32583;1907;6;16;04.сен;07.фев;11.фев;16.06.1907
32583;1907;6;17;04.фев;05.фев;06.июн;17.06.1907
32583;1907;6;18;04.апр;08.июл;11.мар;18.06.1907
32583;1907;6;19;05.мар;10.сен;17.май;19.06.1907
32583;1907;6;20;07.авг;10.мар;17.фев;20.06.1907
32583;1907;6;21;04.июн;08.фев;12.фев;21.06.1907
32583;1907;6;22;03.май;08.май;14.апр;22.06.1907
32583;1907;6;23;06.апр;10.сен;14.янв;23.06.1907
32583;1907;6;24;07.апр;11.июн;15.июн;24.06.1907
32583;1907;6;25;8.0;15.0;20.янв;25.06.1907
32583;1907;6;26;07.апр;11.мар;17.мар;26.06.1907
32583;1907;6;27;5.0;06.мар;08.сен;27.06.1907
32583;1907;6;28;6.0;08.фев;11.апр;28.06.1907
32583;1907;6;29;7.0;09.мар;11.фев;29.06.1907
32583;1907;6;30;06.апр;07.мар;09.мар;30.06.1907
32583;1907;7;1;05.сен;08.июл;13.фев;01.07.1907
32583;1907;7;2;6.0;08.июн;11.0;02.07.1907
32583;1907;7;3;05.фев;14.фев;19.апр;03.07.1907
32583;1907;7;4;07.сен;10.апр;12.авг;04.07.1907
32583;1907;7;5;07.июн;09.фев;11.фев;05.07.1907
32583;1907;7;6;06.май;09.июл;12.июл;06.07.1907
32583;1907;7;7;06.сен;08.апр;10.июл;07.07.1907
32583;1907;7;8;07.мар;10.янв;13.июн;08.07.1907
32583;1907;7;9;07.июн;14.янв;22.сен;09.07.1907
32583;1907;7;10;8.0;11.фев;15.фев;10.07.1907
32583;1907;7;11;8.0;15.0;23.июл;11.07.1907
32583;1907;7;12;09.мар;11.мар;17.фев;12.07.1907
32583;1907;7;13;08.фев;10.янв;13.янв;13.07.1907
32583;1907;7;14;08.мар;11.май;16.апр;14.07.1907
32583;1907;7;15;08.июн;11.сен;17.май;15.07.1907
32583;1907;7;16;08.авг;13.апр;23.янв;16.07.1907
32583;1907;7;17;08.май;12.янв;16.июл;17.07.1907
32583;1907;7;18;13.мар;17.0;23.авг;18.07.1907
32583;1907;7;19;11.авг;15.фев;20.июл;19.07.1907
32583;1907;7;20;09.авг;14.сен;17.0;20.07.1907
32583;1907;7;21;10.мар;22.мар;29.апр;21.07.1907
32583;1907;7;22;15.0;18.авг;25.фев;22.07.1907
32583;1907;7;23;13.июл;17.июл;22.авг;23.07.1907
32583;1907;7;24;13.май;16.июл;23.июн;24.07.1907
32583;1907;7;25;12.сен;16.мар;20.0;25.07.1907
32583;1907;7;26;12.сен;16.0;20.сен;26.07.1907
32583;1907;7;27;11.июн;13.мар;16.июн;27.07.1907
32583;1907;7;28;11.0;12.мар;14.июл;28.07.1907
32583;1907;7;29;11.мар;15.0;19.июл;29.07.1907
32583;1907;7;30;13.фев;15.апр;22.янв;30.07.1907
32583;1907;7;31;13.0;15.сен;20.0;31.07.1907
32583;1907;8;1;09.мар;13.янв;20.май;01.08.1907
32583;1907;8;2;08.мар;11.мар;14.май;02.08.1907
32583;1907;8;3;08.фев;13.авг;20.май;03.08.1907
32583;1907;8;4;07.июл;11.сен;14.сен;04.08.1907
32583;1907;8;5;07.сен;12.0;16.июн;05.08.1907
32583;1907;8;6;10.0;13.фев;16.сен;06.08.1907
32583;1907;8;7;09.сен;11.апр;14.0;07.08.1907
32583;1907;8;8;9.0;09.апр;10.мар;08.08.1907
32583;1907;8;9;08.июн;12.июл;15.июл;09.08.1907
32583;1907;8;10;10.авг;12.июл;15.0;10.08.1907
32583;1907;8;11;10.апр;12.апр;16.апр;11.08.1907
32583;1907;8;12;08.май;10.сен;14.фев;12.08.1907
32583;1907;8;13;08.июн;10.фев;13.июн;13.08.1907
32583;1907;8;14;08.май;14.фев;19.сен;14.08.1907
32583;1907;8;15;08.май;12.фев;17.июл;15.08.1907
32583;1907;8;16;06.сен;10.мар;15.апр;16.08.1907
32583;1907;8;17;06.май;08.июн;15.фев;17.08.1907
32583;1907;8;18;06.фев;8.0;08.авг;18.08.1907
32583;1907;8;19;06.июл;10.0;15.фев;19.08.1907
32583;1907;8;20;06.май;12.июл;18.фев;20.08.1907
32583;1907;8;21;05.апр;10.июн;17.июн;21.08.1907
32583;1907;8;22;04.сен;9.0;13.июл;22.08.1907
32583;1907;8;23;8.0;11.апр;15.фев;23.08.1907
32583;1907;8;24;07.июн;11.май;17.сен;24.08.1907
32583;1907;8;25;8.0;11.0;14.сен;25.08.1907
32583;1907;8;26;05.сен;10.мар;14.0;26.08.1907
32583;1907;8;27;09.авг;13.сен;17.июн;27.08.1907
32583;1907;8;28;08.фев;11.сен;16.сен;28.08.1907
32583;1907;8;29;8.0;09.июл;12.0;29.08.1907
32583;1907;8;30;9.0;09.апр;09.сен;30.08.1907
32583;1907;8;31;9.0;14.фев;19.июн;31.08.1907
32583;1907;9;1;15.июн;18.май;22.мар;01.09.1907
32583;1907;9;2;12.мар;14.сен;19.июн;02.09.1907
32583;1907;9;3;10.авг;13.мар;16.сен;03.09.1907
32583;1907;9;4;09.апр;11.апр;14.авг;04.09.1907
32583;1907;9;5;09.июл;10.июн;12.фев;05.09.1907
32583;1907;9;6;09.мар;14.0;17.авг;06.09.1907
32583;1907;9;7;09.янв;10.фев;13.апр;07.09.1907
32583;1907;9;8;06.сен;11.янв;16.янв;08.09.1907
32583;1907;9;9;08.авг;12.июл;17.0;09.09.1907
32583;1907;9;10;07.фев;10.0;13.июн;10.09.1907
32583;1907;9;11;09.янв;10.0;11.май;11.09.1907
32583;1907;9;12;08.сен;11.мар;15.0;12.09.1907
32583;1907;9;13;08.июн;10.май;13.июл;13.09.1907
32583;1907;9;14;08.апр;11.0;13.сен;14.09.1907
32583;1907;9;15;08.апр;09.фев;10.июл;15.09.1907
32583;1907;9;16;08.июн;09.июн;10.май;16.09.1907
32583;1907;9;17;08.апр;10.0;12.май;17.09.1907
32583;1907;9;18;08.май;10.май;13.мар;18.09.1907
32583;1907;9;19;05.сен;08.июл;11.апр;19.09.1907
32583;1907;9;20;06.июн;07.сен;10.июн;20.09.1907
32583;1907;9;21;05.янв;07.сен;10.сен;21.09.1907
32583;1907;9;22;04.авг;08.июл;14.май;22.09.1907
32583;1907;9;23;03.июл;09.апр;14.июл;23.09.1907
32583;1907;9;24;05.июн;09.янв;13.0;24.09.1907
32583;1907;9;25;06.мар;09.фев;12.июл;25.09.1907
32583;1907;9;26;5.0;09.янв;14.июн;26.09.1907
32583;1907;9;27;4.0;08.апр;12.июл;27.09.1907
32583;1907;9;28;06.сен;10.янв;13.фев;28.09.1907
32583;1907;9;29;03.фев;07.янв;13.0;29.09.1907
32583;1907;9;30;0.4;04.авг;09.май;30.09.1907
32583;1907;10;1;0.8;04.сен;09.июл;01.10.1907
32583;1907;10;2;0.5;05.май;08.апр;02.10.1907
32583;1907;10;3;03.апр;04.апр;7.0;03.10.1907
32583;1907;10;4;04.апр;07.фев;09.июн;04.10.1907
32583;1907;10;5;04.фев;06.мар;07.авг;05.10.1907
32583;1907;10;6;01.апр;05.апр;09.авг;06.10.1907
32583;1907;10;7;01.апр;05.янв;11.июл;07.10.1907
32583;1907;10;8;-0.1;05.авг;09.сен;08.10.1907
32583;1907;10;9;03.сен;05.фев;07.май;09.10.1907
32583;1907;10;10;03.сен;05.июл;06.июн;10.10.1907
32583;1907;10;11;03.фев;06.янв;10.июл;11.10.1907
32583;1907;10;12;01.сен;06.апр;9.0;12.10.1907
32583;1907;10;13;05.сен;08.мар;11.апр;13.10.1907
32583;1907;10;14;04.мар;7.0;09.май;14.10.1907
32583;1907;10;15;04.май;06.мар;09.мар;15.10.1907
32583;1907;10;16;01.мар;04.авг;09.апр;16.10.1907
32583;1907;10;17;1.0;05.апр;08.июн;17.10.1907
32583;1907;10;18;0.4;04.авг;07.сен;18.10.1907
32583;1907;10;19;01.июн;06.фев;08.июн;19.10.1907
32583;1907;10;20;02.янв;04.фев;08.апр;20.10.1907
32583;1907;10;21;0.5;03.апр;06.апр;21.10.1907
32583;1907;10;22;-0.1;3.0;06.май;22.10.1907
32583;1907;10;23;-2.6;01.авг;06.фев;23.10.1907
32583;1907;10;24;-1.0;3.0;06.авг;24.10.1907
32583;1907;10;25;01.янв;03.май;04.июн;25.10.1907
32583;1907;10;26;0.3;02.мар;04.фев;26.10.1907
32583;1907;10;27;0.3;01.авг;02.июн;27.10.1907
32583;1907;10;28;01.апр;4.0;06.апр;28.10.1907
32583;1907;10;29;-0.3;02.май;06.мар;29.10.1907
32583;1907;10;30;-0.1;03.авг;04.сен;30.10.1907
32583;1907;10;31;0.4;03.апр;05.авг;31.10.1907
32583;1907;11;1;0.4;01.июл;03.июн;01.11.1907
32583;1907;11;2;01.апр;3.0;04.апр;02.11.1907
32583;1907;11;3;01.фев;04.янв;06.авг;03.11.1907
32583;1907;11;4;-1.3;01.янв;04.авг;04.11.1907
32583;1907;11;5;-3.8;-1.5;0.2;05.11.1907
32583;1907;11;6;-2.5;-1.1;0.8;06.11.1907
32583;1907;11;7;-2.2;-0.2;02.июн;07.11.1907
32583;1907;11;8;-4.9;-2.3;0.7;08.11.1907
32583;1907;11;9;-9.0;-2.9;1.0;09.11.1907
32583;1907;11;10;-0.6;0.5;03.янв;10.11.1907
32583;1907;11;11;-1.1;-0.7;-0.4;11.11.1907
32583;1907;11;12;-0.8;02.фев;04.апр;12.11.1907
32583;1907;11;13;02.май;03.фев;03.июн;13.11.1907
32583;1907;11;14;-3.1;-1.6;3.0;14.11.1907
32583;1907;11;15;-5.4;-3.3;-1.6;15.11.1907
32583;1907;11;16;-10.5;-7.1;4.0;16.11.1907
32583;1907;11;17;-7.7;-5.7;01.май;17.11.1907
32583;1907;11;18;-8.5;-6.5;04.июн;18.11.1907
32583;1907;11;19;-9.6;-6.5;4.0;19.11.1907
32583;1907;11;20;-7.4;-4.1;02.май;20.11.1907
32583;1907;11;21;-7.1;-6.0;4.0;21.11.1907
32583;1907;11;22;-7.5;-5.4;04.апр;22.11.1907
32583;1907;11;23;-7.3;-4.5;02.фев;23.11.1907
32583;1907;11;24;-9.1;-5.5;02.янв;24.11.1907
32583;1907;11;25;-10.6;-6.7;03.июл;25.11.1907
32583;1907;11;26;-9.8;-2.8;0.5;26.11.1907
32583;1907;11;27;-4.5;-3.0;01.мар;27.11.1907
32583;1907;11;28;-8.2;-6.3;03.июн;28.11.1907
32583;1907;11;29;-5.3;-3.9;02.апр;29.11.1907
32583;1907;11;30;-8.8;-7.6;04.сен;30.11.1907
32583;1907;12;1;-12.0;-9.8;-7.7;01.12.1907
32583;1907;12;2;-14.1;-11.9;-9.5;02.12.1907
32583;1907;12;3;-13.1;-10.5;-8.4;03.12.1907
32583;1907;12;4;-8.3;-5.9;-4.7;04.12.1907
32583;1907;12;5;-6.6;-5.3;-3.4;05.12.1907
32583;1907;12;6;-8.5;-8.0;-7.3;06.12.1907
32583;1907;12;7;-11.4;-10.1;-7.9;07.12.1907
32583;1907;12;8;-10.6;-6.3;-5.3;08.12.1907
32583;1907;12;9;-7.2;-6.9;-5.7;09.12.1907
32583;1907;12;10;-10.1;-9.0;-6.9;10.12.1907
32583;1907;12;11;-10.1;-1.7;1.0;11.12.1907
32583;1907;12;12;-5.6;-3.5;-0.9;12.12.1907
32583;1907;12;13;-8.6;-6.1;-2.9;13.12.1907
32583;1907;12;14;-5.8;-5.1;-2.3;14.12.1907
32583;1907;12;15;-8.0;-3.6;-0.6;15.12.1907
32583;1907;12;16;-3.6;-2.8;-0.5;16.12.1907
32583;1907;12;17;-8.2;-6.4;-2.1;17.12.1907
32583;1907;12;18;-10.2;-8.3;-6.8;18.12.1907
32583;1907;12;19;-12.0;-10.0;-7.2;19.12.1907
32583;1907;12;20;-13.9;-12.2;-10.3;20.12.1907
32583;1907;12;21;-11.7;-10.3;-8.9;21.12.1907
32583;1907;12;22;-17.2;-13.8;-11.2;22.12.1907
32583;1907;12;23;-12.5;-8.8;-7.7;23.12.1907
32583;1907;12;24;-9.1;-7.6;-6.1;24.12.1907
32583;1907;12;25;-7.8;-7.2;-6.6;25.12.1907
32583;1907;12;26;-8.0;-6.8;-5.8;26.12.1907
32583;1907;12;27;-10.9;-8.3;-5.9;27.12.1907
32583;1907;12;28;-13.1;-3.0;-0.5;28.12.1907
32583;1907;12;29;-4.6;-2.1;01.янв;29.12.1907
32583;1907;12;30;-10.9;-8.5;-4.0;30.12.1907
32583;1907;12;31;-12.7;-6.2;-3.5;31.12.1907
32583;1908;1;1;-7.6;-6.2;-4.7;01.01.1908
32583;1908;1;2;-8.9;-7.5;-4.9;02.01.1908
32583;1908;1;3;-7.0;-6.0;-5.1;03.01.1908
32583;1908;1;4;-5.7;-2.7;-1.1;04.01.1908
32583;1908;1;5;-9.2;-8.8;-3.7;05.01.1908
32583;1908;1;6;-12.2;-10.8;-8.9;06.01.1908
32583;1908;1;7;-13.9;-11.5;-9.4;07.01.1908
32583;1908;1;8;-10.8;-9.1;-6.4;08.01.1908
32583;1908;1;9;-17.6;-15.1;-10.4;09.01.1908
32583;1908;1;10;-20.7;-19.3;-17.0;10.01.1908
32583;1908;1;11;-21.4;-17.5;-15.7;11.01.1908
32583;1908;1;12;-16.6;-14.4;-11.7;12.01.1908
32583;1908;1;13;-19.1;-17.3;-14.4;13.01.1908
32583;1908;1;14;-18.1;-11.1;-9.6;14.01.1908
32583;1908;1;15;-9.8;-7.3;-6.5;15.01.1908
32583;1908;1;16;-10.2;-9.0;-7.0;16.01.1908
32583;1908;1;17;-15.5;-13.5;-9.8;17.01.1908
32583;1908;1;18;-13.1;-10.1;-8.9;18.01.1908
32583;1908;1;19;-11.9;-10.8;-9.8;19.01.1908
32583;1908;1;20;-11.3;-10.1;-8.8;20.01.1908
32583;1908;1;21;-14.6;-13.5;-10.8;21.01.1908
32583;1908;1;22;-17.0;-12.8;-10.5;22.01.1908
32583;1908;1;23;-13.1;-10.2;-8.6;23.01.1908
32583;1908;1;24;-10.8;-8.6;-5.6;24.01.1908
32583;1908;1;25;-7.6;-6.8;-5.6;25.01.1908
32583;1908;1;26;-7.3;-5.6;-4.9;26.01.1908
32583;1908;1;27;-10.0;-6.2;-3.9;27.01.1908
32583;1908;1;28;-13.8;-12.5;-9.8;28.01.1908
32583;1908;1;29;-16.9;-15.6;-13.0;29.01.1908
32583;1908;1;30;-21.5;-17.8;-13.5;30.01.1908
32583;1908;1;31;-18.1;-13.1;-8.9;31.01.1908
32583;1908;2;1;-11.4;-8.5;-7.0;01.02.1908
32583;1908;2;2;-7.8;-6.9;-5.4;02.02.1908
32583;1908;2;3;-9.7;-8.4;-5.3;03.02.1908
32583;1908;2;4;-14.3;-11.4;-8.1;04.02.1908
32583;1908;2;5;-13.3;-9.7;-6.9;05.02.1908
32583;1908;2;6;-10.9;-9.7;-7.2;06.02.1908
32583;1908;2;7;-12.1;-4.7;-2.5;07.02.1908
32583;1908;2;8;-6.0;-4.1;-2.6;08.02.1908
32583;1908;2;9;-6.5;-5.7;-3.9;09.02.1908
32583;1908;2;10;-8.3;-7.3;-5.3;10.02.1908
32583;1908;2;11;-9.5;-7.8;-6.0;11.02.1908
32583;1908;2;12;-9.6;-7.7;-5.9;12.02.1908
32583;1908;2;13;-13.1;-10.4;-3.6;13.02.1908
32583;1908;2;14;-16.1;-14.1;-10.9;14.02.1908
32583;1908;2;15;-17.4;-15.3;-11.4;15.02.1908
32583;1908;2;16;-19.3;-16.8;-12.4;16.02.1908
32583;1908;2;17;-21.9;-18.8;-14.8;17.02.1908
32583;1908;2;18;-24.0;-19.2;-13.3;18.02.1908
32583;1908;2;19;-21.7;-18.2;-13.9;19.02.1908
32583;1908;2;20;-19.8;-16.9;-14.1;20.02.1908
32583;1908;2;21;-16.8;-12.7;-9.7;21.02.1908
32583;1908;2;22;-14.4;-11.5;-8.1;22.02.1908
32583;1908;2;23;-19.7;-15.1;-9.5;23.02.1908
32583;1908;2;24;-13.3;-7.2;-1.1;24.02.1908
32583;1908;2;25;-18.1;-16.3;-12.8;25.02.1908
32583;1908;2;26;-20.1;-16.5;-13.8;26.02.1908
32583;1908;2;27;-18.9;-17.1;-14.0;27.02.1908
32583;1908;2;28;-21.4;-15.3;-11.0;28.02.1908
32583;1908;2;29;-11.0;-7.6;-4.1;29.02.1908
32583;1908;3;1;-8.2;-6.5;-3.2;01.03.1908
32583;1908;3;2;-19.1;-9.6;-5.9;02.03.1908
32583;1908;3;3;-8.6;-4.7;-3.1;03.03.1908
32583;1908;3;4;-8.3;-6.4;-3.9;04.03.1908
32583;1908;3;5;-10.9;-9.2;-6.7;05.03.1908
32583;1908;3;6;-14.4;-9.7;-5.2;06.03.1908
32583;1908;3;7;-5.4;-3.7;0.9;07.03.1908
32583;1908;3;8;-8.1;-7.5;-4.0;08.03.1908
32583;1908;3;9;-9.6;-5.4;-1.4;09.03.1908
32583;1908;3;10;-4.1;-2.1;-0.8;10.03.1908
32583;1908;3;11;-6.3;-4.0;-1.0;11.03.1908
32583;1908;3;12;-10.6;-5.0;0.0;12.03.1908
32583;1908;3;13;-5.8;-3.5;-2.7;13.03.1908
32583;1908;3;14;-3.5;-1.9;-1.2;14.03.1908
32583;1908;3;15;-2.3;-1.6;-1.0;15.03.1908
32583;1908;3;16;-3.6;-2.8;-1.9;16.03.1908
